full_text,username,screen_name,location,is_verified,quote_count,favorite_count,retweet_count,reply_count,created_at,tweet_id
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",ranamuhammadafkham@gmail.com,ranamuh31631827,,False,0,0,0,0,Mon Nov 22 16:40:47 +0000 2021,1.46282E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",عدیل ڈوگر,pw_up1,,False,0,0,0,0,Mon Nov 22 16:35:06 +0000 2021,1.46282E+18
#Lahore is warming up ! https://t.co/oyacR9N0mj,Lioness,Lioness_Dxb,Space,False,0,0,0,0,Mon Nov 22 16:21:01 +0000 2021,1.46282E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Rashid Ali,RashidA77880122,,False,0,0,0,0,Mon Nov 22 16:18:48 +0000 2021,1.46282E+18
"RT @AuratMarch: We provided updates to the new volunteers with Aurat March’s year-round work, shared feedback &amp; ideas for this one. We all left excited and energised, eager &amp; ready to make more noise, to take up more space and reclaim our streets STRONGER, BIGGER AND LOUDER on 8th March 2022!💜 https://t.co/epXMxnjOCO",Asad Jamal,LegalPolitical,Pakistan,False,0,0,0,0,Mon Nov 22 16:18:34 +0000 2021,1.46282E+18
"RT @AuratMarch: We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",perpetually tired,naheinyaar,Winterfell,False,0,0,0,0,Mon Nov 22 14:52:33 +0000 2021,1.4628E+18
@AuratMarch U need a big dick nothing more. U will all ok and happy,Shafique Saddiqui,ShafiqueSaddiq3,,False,0,0,0,1,Mon Nov 22 14:38:52 +0000 2021,1.46279E+18
"RT @AuratMarch: We provided updates to the new volunteers with Aurat March’s year-round work, shared feedback &amp; ideas for this one. We all left excited and energised, eager &amp; ready to make more noise, to take up more space and reclaim our streets STRONGER, BIGGER AND LOUDER on 8th March 2022!💜 https://t.co/epXMxnjOCO",h. 🌸,hamnahaqansari,"Lahore, Pakistan",False,0,0,0,0,Mon Nov 22 14:31:39 +0000 2021,1.46279E+18
"RT @AuratMarch: We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",h. 🌸,hamnahaqansari,"Lahore, Pakistan",False,0,0,0,0,Mon Nov 22 14:31:25 +0000 2021,1.46279E+18
"People should punish the #PTI leaders for trivialising such serious issues like domestic violence, rapes and murders of the women in #Pakistan! Let every #AuratMarch out against for #PEMRA's such trifle!

https://t.co/8UnNthB2Yu",Zoya Hashmi,ZoyaHas093,,False,0,0,0,0,Mon Nov 22 14:29:37 +0000 2021,1.46279E+18
"RT @AuratMarch: We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",Eesh,teacherayedonno,,False,0,0,0,0,Mon Nov 22 13:47:30 +0000 2021,1.46278E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Abdullah Mir zali khan,AbdullahMirzal1,,False,0,0,0,0,Mon Nov 22 13:44:24 +0000 2021,1.46278E+18
"RT @AuratMarch: We provided updates to the new volunteers with Aurat March’s year-round work, shared feedback &amp; ideas for this one. We all left excited and energised, eager &amp; ready to make more noise, to take up more space and reclaim our streets STRONGER, BIGGER AND LOUDER on 8th March 2022!💜 https://t.co/epXMxnjOCO",Saimaly,Saimaly3,"پنجاب, پاکستان",False,0,0,0,0,Mon Nov 22 13:43:48 +0000 2021,1.46278E+18
"RT @AuratMarch: We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",Saimaly,Saimaly3,"پنجاب, پاکستان",False,0,0,0,0,Mon Nov 22 13:43:44 +0000 2021,1.46278E+18
@AuratMarch More power,Sohail Ahmad,SohailPasha_,اسلام اباد,False,0,0,0,0,Mon Nov 22 13:19:44 +0000 2021,1.46277E+18
@AuratMarch More power,Sohail Ahmad,SohailPasha_,اسلام اباد,False,0,0,0,0,Mon Nov 22 13:19:32 +0000 2021,1.46277E+18
"RT @AuratMarch: We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",Shoaib Khan ( Shah M )🇵🇰,Shahbettani786,"Quetta'Lahore, Pakistan",False,0,0,0,0,Mon Nov 22 13:13:31 +0000 2021,1.46277E+18
"We provided updates to the new volunteers with Aurat March’s year-round work, shared feedback &amp; ideas for this one. We all left excited and energised, eager &amp; ready to make more noise, to take up more space and reclaim our streets STRONGER, BIGGER AND LOUDER on 8th March 2022!💜 https://t.co/epXMxnjOCO",⁧عورت مارچ لاہور⁩ - Aurat March Lahore,AuratMarch,"Lahore, Pakistan",True,2,2,3,2,Mon Nov 22 13:12:01 +0000 2021,1.46277E+18
"We held the first public and physical volunteer meeting for 2022 yesterday. We had long been waitng for this day since Covid hit, which created so much distance between us. Seeing each other, being around our people was very cathartic and incredibly healing. ❤️ https://t.co/CnvYfaYJ68",⁧عورت مارچ لاہور⁩ - Aurat March Lahore,AuratMarch,"Lahore, Pakistan",True,1,1,7,5,Mon Nov 22 13:11:55 +0000 2021,1.46277E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Ahmed Raza,92mediagraphics,,False,0,0,0,0,Mon Nov 22 13:06:11 +0000 2021,1.46277E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Muhammad Shakeel Ahmad🇵🇰,MSA7595,"Rawalpindi, Pakistan",False,0,0,0,0,Mon Nov 22 12:57:46 +0000 2021,1.46277E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Amna Ashfaq,AmnaAshfaq123,,False,0,0,0,0,Mon Nov 22 11:55:29 +0000 2021,1.46275E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Shahid Shah,shahidsha04,,False,0,0,0,0,Mon Nov 22 08:20:10 +0000 2021,1.4627E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Malik Usman,MalikUs07157068,,False,0,0,0,0,Mon Nov 22 07:17:30 +0000 2021,1.46268E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Usman Ashraf,UsmanAs67888363,,False,0,0,0,0,Mon Nov 22 05:06:07 +0000 2021,1.46265E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Arsalan Javid Satti,Arsalanjaved7e,Pakistan,False,0,0,0,0,Mon Nov 22 03:56:24 +0000 2021,1.46263E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",ANAS RAZA ATTARI,muhammadanast,"Karachi, Pakistan",False,0,0,0,0,Mon Nov 22 01:19:05 +0000 2021,1.46259E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",ALI USMAN,ALI_USMAN_25,,False,0,0,0,0,Mon Nov 22 01:00:16 +0000 2021,1.46259E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Shahzada Butt,ShahzadaButt8,,False,0,0,0,0,Sun Nov 21 20:48:41 +0000 2021,1.46252E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",syed Yasir Ahmed,syedYasirAhmed5,,False,0,0,0,0,Sun Nov 21 20:29:02 +0000 2021,1.46252E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",سید ساجد شاہ,DKRcjNSyDDVrSK8,,False,0,0,0,0,Sun Nov 21 20:05:27 +0000 2021,1.46251E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Mohsin Ali,MohsinA74484803,,False,0,0,0,0,Sun Nov 21 19:55:19 +0000 2021,1.46251E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Muhammad Ahmed,suroorahmed01,,False,0,0,0,0,Sun Nov 21 19:54:51 +0000 2021,1.46251E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Muhammad Atif,Muhamma11388051,,False,0,0,0,0,Sun Nov 21 19:44:36 +0000 2021,1.46251E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",𝓜𝓾𝓱𝓪𝓶𝓶𝓪𝓭 𝓕𝓪𝓱𝓪𝓭 𝓡𝓪𝔃𝓪,FahadRaza6692,"Islamabad, Pakistan",False,0,0,0,0,Sun Nov 21 19:16:26 +0000 2021,1.4625E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",M Anas😎💖🤨🤔👍🇵🇰,MAnas4764,"لاہور, پاکستان",False,0,0,0,0,Sun Nov 21 19:10:03 +0000 2021,1.4625E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Syed Zada,Unicoolo,,False,0,0,0,0,Sun Nov 21 19:02:22 +0000 2021,1.4625E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Ammar Butt,ButtAmmar123456,"Abu Dhabi, United Arab Emirate",False,0,0,0,0,Sun Nov 21 18:53:40 +0000 2021,1.46249E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Muhammad Danish,Muhamma66379750,Khi,False,0,0,0,0,Sun Nov 21 18:48:55 +0000 2021,1.46249E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Awais Khan,AwaisKh88338461,,False,0,0,0,0,Sun Nov 21 18:43:16 +0000 2021,1.46249E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Muhammad Abdullah,M_Abdullah_real,,False,0,0,0,0,Sun Nov 21 18:34:49 +0000 2021,1.46249E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",رضوی شیر❤️,KhadimH55339913,"Rawalpindi, Pakistan",False,0,0,0,0,Sun Nov 21 17:43:32 +0000 2021,1.46248E+18
@ladlapk @lundwala92 @LunMuje @LambeLund @kamranmls8 @LundMaharaj1 @aafatkipudia @sastiGashti @RSab06021078 @AuratMarch O yes yes 🥵,💯Lfangaa 💢,K51243021,"Lahore, Pakistan",False,0,0,0,0,Sun Nov 21 17:39:35 +0000 2021,1.46248E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Asad Khan,AsadKha48815035,,False,0,0,0,0,Sun Nov 21 17:18:09 +0000 2021,1.46247E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Usama Aadil,UsamaAadil1,"Lahore, Pakistan",False,0,0,0,0,Sun Nov 21 17:17:48 +0000 2021,1.46247E+18
"@ladlapk @lundwala92 @LunMuje @LambeLund @kamranmls8 @LundMaharaj1 @aafatkipudia @sastiGashti @RSab06021078 @AuratMarch Msg me, apka dm off ha",Areeba,areeba_shem,,False,0,0,0,0,Sun Nov 21 17:15:52 +0000 2021,1.46247E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Sm Miraj,SmMiraj19,,False,0,0,0,0,Sun Nov 21 16:57:28 +0000 2021,1.46247E+18
"RT @Everythingknow6: #سلام_یاامیرالمجاہدین

I need you  miss you Allama khadim_hussain_rizvi

@ImranKhanPTI @OfficialDPRPP @OfficialDGISPR @EmmanuelMacron @ZakaWaqar @geertwilderspvv @DCLahore @ctplahore @WCLAuthority @AuratMarch @CommissionerKhi @dcislamabad @ICT_Police @UsmanAKBuzdar https://t.co/KM7fu81BRT",Umar Awan,UmarAwa17071738,,False,0,0,0,0,Sun Nov 21 16:50:14 +0000 2021,1.46246E+18
